name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
五路通北街,2室1厅,500,61.2平米,中楼层(共6层),1989年建板楼
新风街,2室1厅,525,54.2平米,高楼层(共5层),1980年建板楼
太平桥东里,2室1厅,225,58平米,高楼层(共6层),1989年建板楼
阳光丽景,3室2厅,1250,134.51平米,中楼层(共18层),2002年建板塔结合
后半壁街8号,3室1厅,420,48.6平米,高楼层(共6层),1985年建板楼
儒福里,3室0厅,465,93.4平米,中楼层(共4层),1985年建板楼
乐城,1室1厅,350,65.95平米,低楼层(共11层),2005年建板塔结合
白纸坊西街,2室1厅,300,57.21平米,高楼层(共5层),1977年建板楼
里仁街6号院,2室1厅,410,68.47平米,中楼层(共6层),1978年建板楼
安德馨居,2室1厅,750,86平米,高楼层(共7层),2003年建板楼
黄寺大街24号院,2室1厅,460,54.7平米,中楼层(共6层),1991年建板楼
德外大街乙12号院,2室1厅,460,60.5平米,高楼层(共6层),1982年建板楼
锦官苑,3室2厅,1450,182.68平米,中楼层(共18层),2004年建板塔结合
新康街3号院,2室1厅,540,58.2平米,高楼层(共6层),1960年建板楼
平原里小区,2室1厅,420,65.27平米,低楼层(共12层),2000年建板塔结合
六铺炕三区,4室1厅,1230,141平米,低楼层(共12层),1993年建板塔结合
牛街西里,1室1厅,285,57.18平米,低楼层(共20层),2004年建塔楼
清芷园,2室1厅,550,78.18平米,中楼层(共18层),2000年建板塔结合
太平桥东里,3室1厅,300,78平米,高楼层(共6层),1985年建板楼
西绒线,3室1厅,825,117.35平米,高楼层(共6层),1998年建板楼
车站东街15号院,2室1厅,310,50.3平米,中楼层(共6层),1979年建板楼
六铺炕一区,3室0厅,590,60.9平米,中楼层(共5层),1976年建板楼
钟声胡同,1室1厅,425,46.7平米,高楼层(共6层),1985年建板楼
似海怡家,2室1厅,520,80.48平米,中楼层(共25层),2002年建塔楼
德胜里一区,2室1厅,633,67.6平米,低楼层(共19层),1987年建塔楼
南线阁,3室1厅,450,108.86平米,中楼层(共5层),1962年建板楼
信和嘉园,2室2厅,750,113平米,高楼层(共20层),2004年建板塔结合
新德街35号院,2室1厅,760,89.5平米,低楼层(共7层),2000年建板楼
爱民里小区,2室0厅,550,51.3平米,中楼层(共6层),1988年建板楼
平原里小区,1室1厅,310,51.08平米,低楼层(共9层),1999年建板塔结合
新街口西里二区,1室0厅,420,57.6平米,高楼层(共6层),2002年建板楼
六铺炕三区,3室1厅,770,99.1平米,低楼层(共6层),1999年建板楼
国英园,1室1厅,420,52.3平米,中楼层(共6层),1992年建板楼
地藏庵,2室1厅,405,50.8平米,中楼层(共6层),1981年建板楼
畅柳园,2室1厅,480,79.73平米,低楼层(共16层),2003年建塔楼
远见国际公寓,1室1厅,395,79.91平米,中楼层(共26层),2004年建塔楼
建功北里,1室1厅,275,48.67平米,中楼层(共6层),1996年建板楼
立恒名苑,4室2厅,840,257平米,高楼层(共23层),2002年建塔楼
六铺炕二区,2室0厅,490,62.9平米,低楼层(共3层),1958年建板楼
丰汇园小区,3室2厅,2000,128平米,中楼层(共6层),1998年建板楼
城市之光,3室2厅,1100,162平米,高楼层(共16层),1997年建塔楼
北欧印象,1室0厅,173,29平米,中楼层(共28层),2003年建塔楼
灵境胡同,2室1厅,560,60.3平米,高楼层(共6层),1982年建板楼
双旗杆东里,2室1厅,495,67.5平米,中楼层(共18层),1993年建塔楼
中华家园,5室2厅,1580,323.92平米,中楼层(共12层),2004年建板塔结合
黄寺大街24号院,3室1厅,629,74.2平米,高楼层(共6层),1986年建板楼
平原里小区,3室1厅,520,81平米,高楼层(共9层),1999年建板塔结合
新街口西里一区,3室1厅,700,86平米,低楼层(共7层),2001年建板楼
永安路小区,4室1厅,790,110.16平米,中楼层(共4层),1955年建板楼
西便门外大街,5室0厅,980,123.4平米,低楼层(共3层),1955年建板楼
椿树园,1室1厅,392,47.95平米,高楼层(共18层),1999年建塔楼
新风南里,1室1厅,430,35.6平米,中楼层(共6层),1990年建板楼
汽南小区,2室1厅,320,52.5平米,地下室(共6层),1985年建板楼
裕中东里,2室1厅,480,53.4平米,低楼层(共6层),1986年建板楼
清芷园,4室2厅,1680,301.88平米,高楼层(共13层),2000年建板塔结合
莲花池东路,2室0厅,415,61.3平米,中楼层(共16层),1987年建塔楼
丰侨公寓,1室1厅,1087,83.66平米,高楼层(共22层),2000年建板塔结合
陶然湖景,3室2厅,999,130平米,低楼层(共8层),2002年建板塔结合
康乐里小区,2室2厅,986,123平米,低楼层(共16层),1999年建塔楼
远见名苑,3室1厅,620,148.69平米,高楼层(共26层),2002年建塔楼
丽水莲花,2室1厅,600,97平米,中楼层(共24层),2005年建板塔结合
清芷园,4室2厅,1190,192.67平米,中楼层(共17层),2000年建板塔结合
红山世家,2室1厅,880,125.6平米,高楼层(共25层),2008年建板塔结合
新壁街,2室1厅,680,72.05平米,低楼层(共6层),
白纸坊街25号院,2室1厅,405,62.44平米,高楼层(共6层),1996年建板楼
六铺炕三区,1室1厅,470,43.5平米,低楼层(共6层),1992年建板楼
官苑8号,1室1厅,500,39.35平米,低楼层(共16层),2004年建板塔结合
丽水莲花,2室2厅,695,105平米,低楼层(共28层),2005年建塔楼
立恒名苑,3室1厅,784,196平米,高楼层(共25层),2002年建塔楼
马甸南村,2室1厅,550,66平米,中楼层(共13层),1990年建板塔结合
富卓花园,3室2厅,1600,158.67平米,高楼层(共18层),2003年建板塔结合
车公庄北里,2室1厅,570,83平米,高楼层(共22层),2000年建塔楼
朗琴园,3室1厅,950,142.53平米,中楼层(共16层),2002年建板塔结合
双旗杆东里,2室1厅,465,63.4平米,高楼层(共18层),1994年建塔楼
畅柳园,2室1厅,495,66.96平米,中楼层(共16层),2002年建塔楼
阜成门外大街甲40号,2室1厅,443,58.6平米,中楼层(共6层),1982年建板楼
朗琴园,1室1厅,420,59.06平米,高楼层(共29层),2002年建塔楼
考拉社区,1室0厅,260,61平米,中楼层(共21层),2002年建塔楼
北礼士路,2室1厅,380,58.4平米,中楼层(共14层),1993年建板塔结合
官园公寓,4室1厅,1250,186平米,中楼层(共4层),1999年建板楼
牛街18,1室0厅,300,52平米,中楼层(共24层),2005年建塔楼
南线阁41号院,3室2厅,700,119.1平米,低楼层(共14层),2000年建板塔结合
黄寺大街24号院,1室1厅,400,44.29平米,中楼层(共6层),1984年建板楼
红居斜街4号院,2室1厅,310,54.59平米,高楼层(共6层),1980年建板楼
马甸南村,3室1厅,680,87平米,中楼层(共13层),1990年建板塔结合
枫桦豪景二期,1室1厅,430,65.4平米,中楼层(共12层),2003年建板塔结合
考拉社区,1室0厅,240,51.08平米,中楼层(共21层),2000年建塔楼
石灯胡同6号院,1室1厅,480,33.9平米,高楼层(共6层),1980年建板楼
真武庙二里,1室1厅,430,51.9平米,高楼层(共18层),1995年建塔楼
德胜门外大街1号院,3室0厅,625,64平米,中楼层(共6层),1997年建板楼
天宁寺东里,2室1厅,318,61平米,中楼层(共7层),1980年建板楼
葡萄园,3室0厅,630,89.9平米,低楼层(共4层),1956年建板楼
羊肉胡同120号院,1室1厅,415,41.5平米,低楼层(共6层),1989年建板楼
丰融园小区,3室2厅,2500,166.9平米,中楼层(共8层),1992年建板塔结合
裕中西里,3室1厅,750,71平米,中楼层(共6层),1982年建板楼
德外大街乙12号院,2室1厅,481,60.1平米,高楼层(共6层),1982年建板楼
马甸南村,2室1厅,608,71.6平米,中楼层(共13层),1990年建板塔结合
国电中兴家园,2室1厅,600,69.73平米,高楼层(共18层),2000年建塔楼
远见国际公寓,1室1厅,400,84.47平米,低楼层(共26层),2004年建塔楼
西海北沿,9室2厅,2000,167平米,低楼层(共1层),1956年建
耕天下,5室2厅,2350,283平米,低楼层(共7层),2003年建板楼
太平桥东里,1室1厅,195,45.38平米,中楼层(共6层),1988年建板楼
乐城,3室2厅,550,136平米,低楼层(共24层),2000年建板塔结合
黄寺大街24号院,2室1厅,830,98.3平米,中楼层(共7层),1999年建板楼
天宁寺东里,3室1厅,295,58.6平米,高楼层(共6层),1980年建板楼
南纬路37号院,2室1厅,540,81.38平米,中楼层(共6层),2000年建板楼
西城晶华,2室2厅,1450,116平米,中楼层(共11层),2004年建板塔结合
真武庙六里,2室0厅,480,57平米,中楼层(共19层),1989年建塔楼
复兴门外大街,2室0厅,435,58平米,低楼层(共16层),1983年建塔楼
红莲晴园,3室2厅,610,117.68平米,中楼层(共22层),1999年建塔楼
木樨地,2室1厅,390,61.8平米,高楼层(共17层),1989年建塔楼
万明园,3室1厅,700,106.5平米,高楼层(共16层),1995年建板塔结合
西豪逸景,2室1厅,520,92平米,低楼层(共28层),2000年建塔楼
信和嘉园,2室2厅,715,113.33平米,高楼层(共20层),2004年建板塔结合
裕中西里,2室1厅,550,71.2平米,高楼层(共20层),1983年建塔楼
丽水莲花,1室1厅,505,70.78平米,低楼层(共26层),2004年建板塔结合
三里河一区3号院,2室1厅,970,105.5平米,低楼层(共18层),1999年建塔楼
